txt,name,source_link,doc_type,dictionary_type
"around them, for they are not ignorant men. The Pennsylvania State Game",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Commission to-day stands in urgent need of active, vigorous and",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
persistent assistance from the Philadelphia Academy in the fierce,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
campaign already in progress for additional protective laws. Will that,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
help be given?,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"_The Carnegie Institute_ of Washington (endowment $22,000,000)",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"unquestionably owes a great duty toward wild life, no portion of which",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"has yet been discharged. Academic research work is all very well, but it",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
does not save faunas from annihilation. In the saving of the birds and,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
mammals of North America a hundred million people are directly,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"interested, and the cause is starving for money, men and publicity.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Education is not the ONLY duty of educators!,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
_The Carnegie Museum_ at Pittsburgh should be provided by Pittsburgh,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
with sufficient funds that its Director can put a good man into the,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"field of protection, and maintain his activities. The State of",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Pennsylvania, and the nation at large, needs such a worker at",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Pittsburgh; and this statement is not open to argument!,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  The California Academy of Sciences;      |,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  The Chicago Academy of Sciences;         | Appear to have done nothing,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  The New York Academy of Sciences;        |  noteworthy in promoting,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  The National Academy of Sciences;        |  the preservation and increase,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  The Rochester Academy of Sciences;       |  of the wild life of America.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  The Philadelphia Zoological Society;     |,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
  The National Zoological Park;            |,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
       *        *        *        *        *,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
A FEW OF THE INSTITUTIONS OF LEARNING WHICH SHOULD EACH DEVOTE ONE MAN,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
TO THIS CAUSE.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"_Columbia University_, of New York, has a very large and strong corps of",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
zoological professors in its Department of Biology. No living organism,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
is too small or too worthless to be studied by high-grade men; but does,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"any man of Columbia ever raise his voice, actively and determinedly, for",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"the preservation of our fauna, or any other fauna? Columbia should give",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
the services of one man wholly to this cause.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
There are men whose zoological ideals soar so high that they can not see,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
the slaughter of wild creatures that is so furiously proceeding on the,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
surface of this blood-stained earth. We don't want to hear about the,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"""behavior"" of protozoans while our best song birds are being",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
exterminated by negroes and poor whites.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
_Cornell University_ should now awaken to the new situation. All the,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
zoological Neros should not fiddle while Rome burns. For the sake of,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"consistency, Cornell should devote the services of at least one member",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
of its large and able faculty to the cause of wild-life protection.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Cornell was a pioneer in forestry teaching; and why should she not lead,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
off now in the new field?,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"_Yale University_, in Professor James W. Toumey, Director of the School",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"of Forestry, possesses a natural, ready-made protector of wild life.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
From forestry to wild life is an easy step. We hopefully look forward to,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"the development of Professor Toumey into a militant protectionist,",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
fighting for the helpless creatures that _must_ be protected by man _or,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
perish_! If Yale is willing to set a new pace for the world's great,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"universities, she has the Man ready at hand.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
_The University of Chicago_ should become the center of a great new,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"protectionist movement which should cover the whole Middle West area,",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"from the plains to Pittsburgh. This is the inflexible, logical necessity",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"of the hour. _Either protect zoology, or else for very shame give up",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
teaching it_!,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
_Every higher institution of learning in America now has a duty in this,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
matter_. Times have changed. Things are not as they were thirty years,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
ago. To allow a great and valuable wild fauna to be destroyed and wasted,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"is a crime, against both the present and the future. If we mean to be",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
good citizens we cannot shirk the duty to conserve. We are trustees of,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"the inheritance of future generations, and we have no right to squander",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"that inheritance. If we fail of our plain duty, the scorn of future",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
generations surely will be our portion.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
       *        *        *        *        *,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
CHAPTER XLIV,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
THE GREATEST NEEDS OF THE WILD-LIFE CAUSE AND THE DUTY OF THE HOUR,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
The fate of wild life in North America hangs to-day by three very,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"slender threads, the names of which you will hardly guess unaided. They",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"are Labor, Money and Publicity! The threads are slender because there is",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
so little raw material in them.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"We do not need money with which to ""buy votes"" or ""influence,"" but money",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
with which to pay workers; to publish things to arouse the American,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
people; to sting sportsmen into action; to hire wardens; to prosecute,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
game-hogs and buy refuges for wild life. If a sufficient amount of money,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"for these purposes cannot be procured, then as sure as the earth",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"continues to revolve, our wild life will pass away, forever.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"This is no cause for surprise, or wonder. In this twentieth century",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"money is essential to every great enterprise, whether it be for virtue",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"or mischief. The enemies of wild life, and the people who support them,",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
are very powerful. The man whose pocket or whose personal privilege is,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
threatened by new legislation is prompted by business reasons to work,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"against you, and spend money in protecting his interests.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Now, it happens that the men of ordinary means who have nothing personal",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
at stake in the preservation of wild life save sentimental,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"considerations, cannot afford to leave their business more than three or",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
four days each year on protection affairs. Yet many times services are,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"demanded for many days, or even weeks together, in order to accomplish",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
results. Bad repeal bills must be fought until they are dead; and good,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
protective bills must be supported until the breath of life is breathed,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
into them by the executive signature.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"With money in hand, good men aways can be found who will work in game",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
protection for about one-half what they would demand in other pursuits.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"With the men _whom, you really desire_, sentiment is always a",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"controlling factor. It is my inflexible rule, however, in asking for",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"services, that men who give valuable time and strength to the cause",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
shall not be allowed to take their expense money from their own pockets.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Soldiers on the firing line _cannot_ provide the sinews of war that come,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
from the paymaster's chest!,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Campaigns of publicity are matters of tremendous necessity and,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"importance; but their successful promotion requires hundreds, or",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"possibly thousands of dollars, for each state that is covered.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
I believe that the wealthy men and women of America are the most liberal,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
givers for the benefit of humanity that can be found in all the world.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
New York especially contains a great number of men who year in and year,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
out work hard for money--in order to give it away! The depth and breadth,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
of the philanthropic spirit in New York City is to me the most,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
surprising of all the strange impulses that sway the inhabitants of that,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
seething mass of mixed humanity. Every imaginable cause for the benefit,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"of mankind,--save one,--has received, and still is receiving, millions",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
of gift dollars.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Some enterprises for the transcendant education of the people are at,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
this moment hopelessly wallowing in the excess of wealth that has been,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
thrust upon them. Men are being hired at high salaries to help spend,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"wealth in high, higher, highest education and research. It is now",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
fashionable to bequeath millions to certain causes that do not need them,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
in the least! In education there is a mad scramble to educate every,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"young man to the topmost notch, often far above his probable station in",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"life, and into tastes and wants far beyond his powers to maintain.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"In all this, however, there would be no cause for regret if the wild",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
life of our continent were not in such a grievous state. If we felt no,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"conscience burden for those who come after us, we would not care where",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"the millions go; but since things are as they are, it is heartbreaking",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"to see the cause of wild-life protection actually starving, or at the",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"best subsisting only on financial husks and crumbs, while less important",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
causes literally flounder in surplus wealth.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
This regret is intensified by the knowledge that _in no other cause for,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
the conservation of the resources most valuable to mankind will a dollar,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"go so far, or bring back such good results, as in the preservation of",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"wild life!_ The promotion of ""the Bayne bill"" and the enactment of the",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Bayne law is a fair example. That law is to-day on the statute books of,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
the State of New York because fifty men and women promptly subscribed,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"$5,000 to a fund formed with special reference to the expenses of the",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
campaign for that measure; and the uplift of that victory will be felt,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"for years to come, just as it already has been in Massachusetts.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
At one time I was tempted to show the financial skeleton in the closet,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"of wild-life protection, by inserting here a statement of the funds",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
available to be expended by all the New York organizations during the,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
campaign year of 1911-1912. But I cannot do it. The showing is too,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"painful, too humiliating. From it our enemies would derive too much",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
comfort.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Even in New York State, in view of the great interests at stake, the",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"showing is pitiful. But what shall we say of Massachusetts,",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Pennsylvania, Connecticut, New Jersey, and a dozen other states where",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
the situation is much worse? In the winter of 1912 a cry for help came,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"to us from a neighboring state, where a terrific fight was being made by",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"the forces of destruction against all reform measures, and in behalf of",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"retrogression on spring shooting. The appeal said: ""The situation in our",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
legislature is the worst that it has been in years. Our enemies are very,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"strong, well organized, and they fight us at every step. We have _no",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"funds_, and we are expected to make bricks without straw! Is there not",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"_something_ that you can do to help us?""",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
There was!,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Only one week previously, a good friend (who declines to be named) gave",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"us _two thousand dollars_, of real money, for just such emergencies.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Within thirty-six hours an entirely new fighting force had been,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"organized and equipped for service. Within one week, those",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
reinforcements had made a profound impression on the defenses of the,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"enemy, and in the end the great fight was won. Of our small campaign",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
fund it took away over one thousand dollars; but the victory was worth,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
it.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"With money enough,--a reasonable sum,--the birds of North America, and",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"some of the small-mammal species also, can be saved. The big game that",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"is hunted and killed outside the game preserves, and outside of such",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"places as New Brunswick and the Adirondacks, can _not_ be saved--until",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
_each species_ is given perpetual protection. Colorado is saving a small,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"remnant of her mountain sheep, but Montana and Wyoming are wasting",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"theirs, because they allow killing, and the killers are ten times too",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
numerous for the sheep. They imagine that by permitting only the killing,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"of rams they are saving the species; but that is an absolute fallacy,",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
and soon it will have a fatal ending.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"With an endowment fund of $2,000,000 (only double the price of the two",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
old Velasquez paintings purchased recently by a gentleman of New York!),Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
a very good remnant of the wild life of North America could be saved.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"But who will give the fund, or even a quarter of it?",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Thus far, the largest sums ever given in America for the cause of",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"wild-life protection, so far as I know personally, have been the",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
following:,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Albert Wilcox, to the National Association of Audubon Societies,  $322,000",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Mary Butcher Fund, to the National Association of Audubon",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"    Societies                                                       12,000",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Mrs. Russell Sage, for the purchase of Marsh Island                150,000",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"American Game Protective and Propagation Association, from",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"    the manufacturers of firearms and ammunition, annually          25,000",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Charles Willis Ward and E.A. McIlhenny, purchase of game",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"    preserve presented to Louisiana                                 39,000",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Mrs. Russell Sage, miscellaneous gifts to the National Audubon",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"    Society                                                         20,000",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"The American Bison Society for the Montana National Herd            10,526",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"New York Zoological Society, total about                            20,000",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"John E. Thayer, purchase of game preserve                            5,000",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Caroline Phelps Stokes Bird Fund, N.Y. Zoological Society            5,000",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Boone and Crockett Fund for Preservation                             5,000",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"A Friend in Rochester                                                2,500",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Henry C. Frick                                                       1,500",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Samuel Thorne                                                        1,250",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Of all the above, the only endowment funds yielding an annual income are",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
those of the National Association of Audubon Societies and the Caroline,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Phelps Stokes fund of $5,000 in the treasury of the Zoological Society.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"A fund of $25,000 per year for five years has been guaranteed by the",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"makers of shot-guns, rifles and ammunition, to the American Game",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Protective and Propagation Association. This is like a limited,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
endowment.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
In the civilized world there are citizens of many kinds; but all of them,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
can be placed in two groups: (1) those with a sense of duty toward,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"mankind, and who will do their duty as good citizens; and (2) those who",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
from the cradle to the grave meanly and sordidly study their own selfish,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"interests, who never do aught save in expectation of a quick return",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"benefit, and who recognize no such thing as duty toward mankind at",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
large.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Men and women of the first class are honored in life, mourned when dead,",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
and gratefully remembered by posterity. They leave the world better than,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"they found it, and their lives have been successful.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Men and women of the second class are merely so many pieces of animated,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
furniture; and when they pass out the world cares no more than when old,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
chairs are thrown upon the scrap-heap.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"There are many men so selfish, so ignorant and mean of soul that even",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
out of well-filled purses they would not give ten dollars to save the,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
whole bird fauna of North America from annihilation. To all persons of,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"that brand, it is useless to appeal. As soon as you find one, waste no",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"time upon him. Get out of his neighborhood as quickly as you can, and",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
look for help among real MEN.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"The wild life of the world cannot be saved by a few persons, even though",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
they work their hearts out in the effort. The cause needs two million,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"more helpers; and they must be sought in Group No. 1. They are living,",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"somewhere; but the great trouble is to find them, _before it is too",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
late_.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
There are times and causes in which the good citizen has no option but,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
to render service. The most important of such causes are: the relief of,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"suffering humanity, the conservation of the resources of nature, and the",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
prevention of vandalism. If the American Nation had refused aid to,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"stricken San Francisco, the callous hard-heartedness of it would have",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
shocked the world. If the German army of 1871 had destroyed the art,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"treasures and the libraries of Paris, it would have set the German",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"nation back ten centuries, into the ranks of the lowest barbarians.",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"And yet, in America, and in the regions now being scourged by the",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"feather trade, a wonderful FAUNA is being destroyed! It took _millions",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
of years_ to develop that marvelous array of wild life; and when gone,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
_it never can be replaced_! Yet the Army of Destruction is sweeping it,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
away as joyously as a hired laborer cuts down a field of corn.,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"That wild life _can_ be saved! If done, it must be done by the men and",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"women of Group No. 1. The means by which it can be saved are: _Money,",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
labor_ and _publicity. Every man of_ ordinary means and intelligence can,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
contribute either money or labor. The men on the firing line must not be,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
